layer,type,shape,params,mode,w_bits,a_bits,mse,mae,max_abs,cos,baseline_ms,layer_ms,peak_mem_MB
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,3.482925e-06,0.0010352851,0.027613498275,0.999998062925,2910.9725,2841.1800000000003,
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,0.002636366375,0.030682323499999997,0.71831683815,0.998557258925,2910.9725,3471.4024999999997,
up_blocks.1.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,7.5699e-06,0.001696569475,0.036656096575,0.99999557155,2910.9725,3505.4125,
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(1280, 768)",983040,W4A8,4,8.0,0.000971829325,0.02068789025,0.41591966152500004,0.9993836996000001,2910.9725,3456.915,
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(1280, 768)",983040,W8A8,8,8.0,4.38984e-05,0.0038254492499999997,0.08034632355,0.999975395775,2910.9725,3475.9075,
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,0.01322962715,0.079742614175,1.207039296625,0.992034281925,2910.9725,3432.9325,
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,0.000111362775,0.006271139324999999,0.118109596925,0.9999368682,2910.9725,3444.39,
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,0.000131218975,0.0072426639,0.15620649235,0.999919067575,2910.9725,3469.0724999999998,
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,8.2695e-07,0.000553254625,0.01201936045,0.999999537775,2910.9725,3476.3824999999997,
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(1280, 768)",983040,W4A8,4,8.0,0.012136854925000001,0.0778903831,1.236798912275,0.992673817275,2910.9725,3428.455,
up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(1280, 768)",983040,W8A8,8,8.0,0.000363389775,0.01333578025,0.188905883575,0.999781295425,2910.9725,3436.6525,
up_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(10240, 1280)",13117440,W4A8,4,8.0,0.0042759226,0.040364163025,1.124467209,0.997527216175,2910.9725,3451.1450000000004,
up_blocks.1.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(10240, 1280)",13117440,W8A8,8,8.0,7.3835625e-05,0.003783475275,0.1262729913,0.999961488675,2910.9725,3461.875,
up_blocks.1.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(1280, 5120)",6554880,W4A8,4,8.0,0.004134409175,0.037249014725,1.1140040085,0.997665678975,2910.9725,2796.33,
up_blocks.1.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(1280, 5120)",6554880,W8A8,8,8.0,0.0003420213,0.01012974475,0.24302009492499999,0.9998143344,2910.9725,3449.47,
up_blocks.1.attentions.1.proj_in,Conv2d,"(1280, 1280, 1, 1)",1639680,W4A8,4,8.0,0.00061217935,0.016941673825,0.259968820975,0.99964290605,2910.9725,2734.2525,
up_blocks.1.attentions.1.proj_in,Conv2d,"(1280, 1280, 1, 1)",1639680,W8A8,8,8.0,6.881205000000001e-05,0.0045737971,0.128076970575,0.9999598278,2910.9725,2753.7,
up_blocks.1.attentions.1.proj_out,Conv2d,"(1280, 1280, 1, 1)",1639680,W4A8,4,8.0,0.00058111695,0.01511843595,0.351588893675,0.999661964,2910.9725,3452.8925,
up_blocks.1.attentions.1.proj_out,Conv2d,"(1280, 1280, 1, 1)",1639680,W8A8,8,8.0,8.516475e-06,0.001852027275,0.03872323315,0.999994840825,2910.9725,2755.205,
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,0.00045709945,0.011734036599999999,0.274423129875,0.999750412025,2910.9725,2703.275,
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,3.0243749999999997e-06,0.00080800215,0.027606435125,0.99999839285,2910.9725,2706.8450000000003,
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,0.0086805762,0.060096681125,1.35150407255,0.9950060397,2910.9725,2742.3925,
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,2.7586125000000002e-05,0.003569199175,0.06697509997500001,0.999983703975,2910.9725,2715.01,
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,0.000249454225,0.00801267195,0.23493251205000001,0.99986640725,2910.9725,2726.3975,
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,1.1968e-06,0.00059130955,0.01363212615,0.999999324175,2910.9725,2686.95,
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,0.00054796295,0.0154009934,0.30663475395,0.999682536725,2910.9725,2738.92,
up_blocks.1.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,2.8056e-06,0.001152051275,0.01828056015,0.9999983761,2910.9725,2752.2,
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_k,Linear,"(1280, 768)",983040,W4A8,4,8.0,0.000436197375,0.01038053155,0.32808289305,0.9997684939,2910.9725,2732.675,
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_k,Linear,"(1280, 768)",983040,W8A8,8,8.0,9.096625e-05,0.0041068176,0.1623294428,0.999951549725,2910.9725,2747.06,
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_out.0,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,0.02321430075,0.080177173,1.852357745175,0.9873589425,2910.9725,2740.03,
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_out.0,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,0.000166069275,0.0062889845,0.18988762425,0.99991067995,2910.9725,2719.94,
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_q,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,0.000121463175,0.0059482891,0.1655467078,0.999929791925,2910.9725,2735.07,
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_q,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,1.49405e-06,0.000531126775,0.023781694475,0.9999991998,2910.9725,2737.145,
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,Linear,"(1280, 768)",983040,W4A8,4,8.0,0.0102119092,0.072991224025,1.139082282775,0.9938531886,2910.9725,2732.005,
up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,Linear,"(1280, 768)",983040,W8A8,8,8.0,0.00055088005,0.016368221500000002,0.221944756775,0.99967662945,2910.9725,2723.15,
up_blocks.1.attentions.1.transformer_blocks.0.ff.net.0.proj,Linear,"(10240, 1280)",13117440,W4A8,4,8.0,0.004780810775,0.0459065465,0.756174743175,0.997159408,2910.9725,2765.8125,
up_blocks.1.attentions.1.transformer_blocks.0.ff.net.0.proj,Linear,"(10240, 1280)",13117440,W8A8,8,8.0,3.9397825e-05,0.003438501675,0.10630159827499999,0.999976978225,2910.9725,2762.17,
up_blocks.1.attentions.1.transformer_blocks.0.ff.net.2,Linear,"(1280, 5120)",6554880,W4A8,4,8.0,0.007828909775,0.058136813324999995,1.0689103901500001,0.995438528275,2910.9725,2752.35,
up_blocks.1.attentions.1.transformer_blocks.0.ff.net.2,Linear,"(1280, 5120)",6554880,W8A8,8,8.0,0.000657338525,0.01731696445,0.22729390859999998,0.999540520975,2910.9725,2754.525,
up_blocks.1.attentions.2.proj_in,Conv2d,"(1280, 1280, 1, 1)",1639680,W4A8,4,8.0,0.001160909525,0.0225448841,0.5220338255,0.9992994527,2910.9725,3523.7925,
up_blocks.1.attentions.2.proj_in,Conv2d,"(1280, 1280, 1, 1)",1639680,W8A8,8,8.0,0.0001150046,0.006879092975,0.18525573237499998,0.9999292765,2910.9725,3616.8925,
up_blocks.1.attentions.2.proj_out,Conv2d,"(1280, 1280, 1, 1)",1639680,W4A8,4,8.0,0.0006386852,0.0167633586,0.370103321975,0.99962046515,2910.9725,3494.9950000000003,
up_blocks.1.attentions.2.proj_out,Conv2d,"(1280, 1280, 1, 1)",1639680,W8A8,8,8.0,2.8221175e-05,0.003316567525,0.070442538725,0.9999827294,2910.9725,3511.6099999999997,
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_k,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,0.000136682975,0.0075001159,0.137920152375,0.9999221217500001,2910.9725,3572.8375,
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_k,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,1.0237e-06,0.00061504395,0.015591532,0.999999434275,2910.9725,3497.255,
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,0.04352063265,0.1466987096,2.8442288041,0.97530917745,2910.9725,3531.7225,
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_out.0,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,0.00012062425,0.0076813672,0.13154015315,0.9999293273500001,2910.9725,3515.5649999999996,
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_q,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,0.00015325795,0.008011419175,0.149731498225,0.99991878125,2910.9725,3519.8725,
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_q,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,9.5585e-07,0.000614433575,0.013976827249999999,0.9999994696,2910.9725,3511.465,
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_v,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,0.0012726236,0.02597371165,0.43987346439999997,0.99923281215,2910.9725,3520.39,
up_blocks.1.attentions.2.transformer_blocks.0.attn1.to_v,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,4.741425e-06,0.001547649425,0.029392853375,0.999997318025,2910.9725,3554.7324999999996,
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_k,Linear,"(1280, 768)",983040,W4A8,4,8.0,0.00022537609999999999,0.009434026425,0.179970793425,0.9998620096249999,2910.9725,3548.3525,
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_k,Linear,"(1280, 768)",983040,W8A8,8,8.0,2.341545e-05,0.002620542975,0.055729366824999994,0.999985598,2910.9725,3489.885,
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_out.0,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,0.0071778342,0.057989917675,1.04614409805,0.995560159925,2910.9725,3480.665,
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_out.0,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,0.00021425435,0.010107704825000001,0.2079656571,0.999864641375,2910.9725,3545.95,
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_q,Linear,"(1280, 1280)",1638400,W4A8,4,8.0,6.628975e-05,0.0052026700750000005,0.08526230604999999,0.99995555775,2910.9725,3493.46,
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_q,Linear,"(1280, 1280)",1638400,W8A8,8,8.0,4.10525e-07,0.000383802525,0.009221127249999999,0.9999997467,2910.9725,3495.3025,
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,Linear,"(1280, 768)",983040,W4A8,4,8.0,0.006726048300000001,0.05821673385,0.7361735701500001,0.9960666458,2910.9725,3504.8,
up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,Linear,"(1280, 768)",983040,W8A8,8,8.0,0.00055408615,0.016434740475,0.3109043278,0.9996841766,2910.9725,3588.625,
up_blocks.1.attentions.2.transformer_blocks.0.ff.net.0.proj,Linear,"(10240, 1280)",13117440,W4A8,4,8.0,0.01052330785,0.063001139075,1.68824213745,0.99392313605,2910.9725,3510.6324999999997,
up_blocks.1.attentions.2.transformer_blocks.0.ff.net.0.proj,Linear,"(10240, 1280)",13117440,W8A8,8,8.0,4.430325e-05,0.004061242875,0.113322984425,0.99997386455,2910.9725,3531.36,
up_blocks.1.attentions.2.transformer_blocks.0.ff.net.2,Linear,"(1280, 5120)",6554880,W4A8,4,8.0,0.011002092724999999,0.07052418962500001,1.42463596165,0.9937124771,2910.9725,3546.4375,
up_blocks.1.attentions.2.transformer_blocks.0.ff.net.2,Linear,"(1280, 5120)",6554880,W8A8,8,8.0,0.0009287585749999999,0.018853158449999997,0.31655588745,0.999308706,2910.9725,3477.9325,
up_blocks.1.resnets.0.conv1,Conv2d,"(1280, 2560, 3, 3)",29492480,W4A8,4,8.0,0.0019138795,0.027683462,0.5468255281500001,0.998904241425,2910.9725,3609.1175000000003,
up_blocks.1.resnets.0.conv1,Conv2d,"(1280, 2560, 3, 3)",29492480,W8A8,8,8.0,4.7739100000000005e-05,0.0038556814,0.09523800575,0.99997399845,2910.9725,3646.8375,
up_blocks.1.resnets.0.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A8,4,8.0,0.0017529485750000001,0.024932357475,0.6553644090999999,0.9990047113,2910.9725,3481.495,
up_blocks.1.resnets.0.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A8,8,8.0,3.9105075e-05,0.003491566625,0.09473655747500001,0.99997820645,2910.9725,3513.0625,
up_blocks.1.resnets.0.conv_shortcut,Conv2d,"(1280, 2560, 1, 1)",3278080,W4A8,4,8.0,0.002566342825,0.031833043325,0.86739468575,0.9985211392,2910.9725,3442.9049999999997,
up_blocks.1.resnets.0.conv_shortcut,Conv2d,"(1280, 2560, 1, 1)",3278080,W8A8,8,8.0,0.00019231907499999998,0.0072131952,0.219422351575,0.999897083725,2910.9725,3470.665,
up_blocks.1.resnets.0.time_emb_proj,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,0.000100621425,0.005995168925,0.13109765575000001,0.9999452800249999,2910.9725,3456.9174999999996,
up_blocks.1.resnets.0.time_emb_proj,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,3.29775e-07,0.0004043846,0.00574321115,0.99999980245,2910.9725,3512.745,
up_blocks.1.resnets.1.conv1,Conv2d,"(1280, 2560, 3, 3)",29492480,W4A8,4,8.0,0.003029196075,0.036835797625,0.68594780565,0.998224114,2910.9725,3499.085,
up_blocks.1.resnets.1.conv1,Conv2d,"(1280, 2560, 3, 3)",29492480,W8A8,8,8.0,1.5916250000000002e-05,0.002429601275,0.048949731525,0.999990903475,2910.9725,3527.9425,
up_blocks.1.resnets.1.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A8,4,8.0,0.001297691075,0.023339570475,0.574910804625,0.999245214,2910.9725,3492.2525,
up_blocks.1.resnets.1.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A8,8,8.0,2.55268e-05,0.0030743918000000004,0.062018964450000005,0.999985972225,2910.9725,3491.3374999999996,
up_blocks.1.resnets.1.conv_shortcut,Conv2d,"(1280, 2560, 1, 1)",3278080,W4A8,4,8.0,0.0012999455,0.02346130415,0.35473193599999997,0.9992489196500001,2910.9725,3528.005,
up_blocks.1.resnets.1.conv_shortcut,Conv2d,"(1280, 2560, 1, 1)",3278080,W8A8,8,8.0,2.1916774999999998e-05,0.0029629297000000002,0.0532230958,0.999987444525,2910.9725,3476.0975,
up_blocks.1.resnets.1.time_emb_proj,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,6.61148e-05,0.005400199225,0.08947744965,0.999963029475,2910.9725,3479.79,
up_blocks.1.resnets.1.time_emb_proj,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,4.637e-07,0.000445548775,0.00899682845,0.9999997342,2910.9725,3477.4449999999997,
up_blocks.1.resnets.2.conv1,Conv2d,"(1280, 1920, 3, 3)",22119680,W4A8,4,8.0,0.002912405475,0.0326727871,1.014649145325,0.9983122601250001,2910.9725,3515.8525000000004,
up_blocks.1.resnets.2.conv1,Conv2d,"(1280, 1920, 3, 3)",22119680,W8A8,8,8.0,0.00063554955,0.015597370000000001,0.368600875175,0.99964299955,2910.9725,3588.2125,
up_blocks.1.resnets.2.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A8,4,8.0,0.00089495115,0.017818901675,0.4244217351,0.999507678125,2910.9725,3503.8375,
up_blocks.1.resnets.2.conv2,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A8,8,8.0,1.648625e-05,0.0023704333500000003,0.06551672145000001,0.9999904594,2910.9725,3458.435,
up_blocks.1.resnets.2.conv_shortcut,Conv2d,"(1280, 1920, 1, 1)",2458880,W4A8,4,8.0,0.0010784426249999999,0.023246072225,0.297632947575,0.9993479521749999,2910.9725,3480.785,
up_blocks.1.resnets.2.conv_shortcut,Conv2d,"(1280, 1920, 1, 1)",2458880,W8A8,8,8.0,1.9520475000000002e-05,0.002519543775,0.066266398875,0.9999891251749999,2910.9725,3528.9425,
up_blocks.1.resnets.2.time_emb_proj,Linear,"(1280, 1280)",1639680,W4A8,4,8.0,6.8193425e-05,0.0055051878,0.094248309725,0.9999618053,2910.9725,3442.1175000000003,
up_blocks.1.resnets.2.time_emb_proj,Linear,"(1280, 1280)",1639680,W8A8,8,8.0,4.96575e-07,0.000472463175,0.0084712,0.9999997174249999,2910.9725,3430.0125,
up_blocks.1.upsamplers.0.conv,Conv2d,"(1280, 1280, 3, 3)",14746880,W4A8,4,8.0,0.001639228275,0.029409939875,0.44480499625,0.999004038825,2910.9725,3478.6925,
up_blocks.1.upsamplers.0.conv,Conv2d,"(1280, 1280, 3, 3)",14746880,W8A8,8,8.0,1.5140950000000001e-05,0.002591751225,0.049644868800000005,0.999990653775,2910.9725,3532.0950000000003,
up_blocks.2.attentions.0.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W4A8,4,8.0,0.000678804825,0.017660765425,0.31470301745,0.9995923141,2910.9725,2721.5875,
up_blocks.2.attentions.0.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W8A8,8,8.0,1.9329550000000002e-05,0.002793802075,0.067327387625,0.999988037625,2910.9725,3049.3875,
up_blocks.2.attentions.0.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W4A8,4,8.0,0.000451083625,0.0142226629,0.305927060525,0.999727770575,2910.9725,2721.205,
up_blocks.2.attentions.0.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W8A8,8,8.0,3.4255825e-05,0.003416646175,0.0638661012,0.99997887565,2910.9725,2707.2075,
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W4A8,4,8.0,0.0002647068,0.009739267875,0.24654126165,0.9998442895999999,2910.9725,2677.965,
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W8A8,8,8.0,1.26425e-06,0.0006793373749999999,0.01467794365,0.99999924355,2910.9725,2685.5975,
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W4A8,4,8.0,0.002471925275,0.031632169625,0.798770651225,0.99859549615,2910.9725,3199.9049999999997,
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W8A8,8,8.0,1.198575e-05,0.002212997775,0.05114883185,0.999992902225,2910.9725,4080.34,
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W4A8,4,8.0,0.000264883525,0.010020183375,0.18508973345,0.99985216785,2910.9725,2675.315,
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W8A8,8,8.0,1.279575e-06,0.000652958,0.018110588175,0.9999992155999999,2910.9725,2663.7650000000003,
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W4A8,4,8.0,0.00079767775,0.0196347097,0.371914923225,0.999523493425,2910.9725,2670.4275,
up_blocks.2.attentions.0.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W8A8,8,8.0,2.96775e-06,0.001182486475,0.021799594149999997,0.9999982224,2910.9725,2698.4775,
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W4A8,4,8.0,2.2970624999999998e-05,0.002298996575,0.07178105415,0.999987341625,2910.9725,3186.1475,
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W8A8,8,8.0,1.515e-07,0.00012664777500000002,0.009717891900000001,0.9999999141,2910.9725,3166.0775000000003,
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W4A8,4,8.0,0.0007628684749999999,0.019983593825,0.288869433125,0.999536514575,2910.9725,2674.7124999999996,
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W8A8,8,8.0,5.872625e-06,0.001583529175,0.038234442475000005,0.999996359675,2910.9725,2667.495,
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W4A8,4,8.0,1.6657e-06,0.00033793310000000004,0.0271066129,0.99999899375,2910.9725,3162.615,
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W8A8,8,8.0,2.8300000000000002e-08,4.6135949999999997e-05,0.00413765015,0.999999983475,2910.9725,3187.6375,
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W4A8,4,8.0,0.00232627135,0.03392515425,0.49762228877500003,0.99863104875,2910.9725,2695.3125,
up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W8A8,8,8.0,0.000104116975,0.007227771225,0.095641134325,0.999937253825,2910.9725,3187.625,
up_blocks.2.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W4A8,4,8.0,0.00303626475,0.036173001875,0.74549922345,0.99816985235,2910.9725,2693.765,
up_blocks.2.attentions.0.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W8A8,8,8.0,1.6381575e-05,0.0026372696,0.051723133775,0.9999899357250001,2910.9725,2698.3450000000003,
up_blocks.2.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W4A8,4,8.0,0.0012401176750000001,0.023560314425,0.40254852175,0.999256637375,2910.9725,2702.9425,
up_blocks.2.attentions.0.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W8A8,8,8.0,8.52141e-05,0.005898297775,0.0925821522,0.999943393775,2910.9725,2696.99,
up_blocks.2.attentions.1.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W4A8,4,8.0,0.000846061475,0.0210788348,0.3821006045,0.9994909504,2910.9725,2709.58,
up_blocks.2.attentions.1.proj_in,Conv2d,"(640, 640, 1, 1)",410240,W8A8,8,8.0,2.8045475e-05,0.00362199165,0.06362204625,0.9999832100749999,2910.9725,2707.245,
up_blocks.2.attentions.1.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W4A8,4,8.0,0.00040846955000000003,0.0153391282,0.18849115075,0.99975176565,2910.9725,2731.615,
up_blocks.2.attentions.1.proj_out,Conv2d,"(640, 640, 1, 1)",410240,W8A8,8,8.0,7.95935e-06,0.002032681475,0.024167831075,0.9999951586,2910.9725,2699.6025,
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W4A8,4,8.0,0.0001250581,0.00748368575,0.13750869035,0.9999217843,2910.9725,2726.685,
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_k,Linear,"(640, 640)",409600,W8A8,8,8.0,1.10605e-06,0.000675115425,0.0143935685,0.999999298925,2910.9725,2714.4125,
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W4A8,4,8.0,0.00277565,0.038497364150000005,0.50741431115,0.998386671075,2910.9725,2728.7075,
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_out.0,Linear,"(640, 640)",410240,W8A8,8,8.0,1.5180375e-05,0.00282652255,0.035415055225,0.999990593625,2910.9725,2730.9300000000003,
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W4A8,4,8.0,6.3991e-05,0.0053344761,0.08966116235,0.9999619012250001,2910.9725,2721.99,
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_q,Linear,"(640, 640)",409600,W8A8,8,8.0,7.18475e-07,0.000523684725,0.012384437,0.999999568575,2910.9725,2705.5775,
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W4A8,4,8.0,0.0005450609,0.0174309504,0.2151132524,0.99966760475,2910.9725,2700.0075,
up_blocks.2.attentions.1.transformer_blocks.0.attn1.to_v,Linear,"(640, 640)",409600,W8A8,8,8.0,2.261425e-06,0.001075736925,0.019204192774999997,0.99999865395,2910.9725,2726.4075,
up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W4A8,4,8.0,4.93984e-05,0.00429638295,0.0814475715,0.9999725828,2910.9725,2713.4475,
up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_k,Linear,"(640, 768)",491520,W8A8,8,8.0,1.380925e-06,0.000654859825,0.012103714049999999,0.9999992242,2910.9725,2715.4700000000003,
up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W4A8,4,8.0,0.00293902335,0.0385318538,0.466477111,0.9983010853250001,2910.9725,2723.6275,
up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_out.0,Linear,"(640, 640)",410240,W8A8,8,8.0,1.45216e-05,0.0025982439,0.06125755235,0.99999172715,2910.9725,2717.7475,
up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W4A8,4,8.0,1.0284575e-05,0.00177773775,0.036605256625,0.9999943207249999,2910.9725,2732.1949999999997,
up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_q,Linear,"(640, 640)",409600,W8A8,8,8.0,2.5622500000000003e-07,0.00024904475,0.007352638975,0.99999986035,2910.9725,2713.8725,
up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W4A8,4,8.0,0.00113997175,0.024505191500000002,0.33603247999999997,0.999336565075,2910.9725,2712.3275,
up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,Linear,"(640, 768)",491520,W8A8,8,8.0,6.6290925e-05,0.0064620344,0.054132223125000004,0.99995945845,2910.9725,2722.7225,
up_blocks.2.attentions.1.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W4A8,4,8.0,0.004191468875,0.045648600925,0.764157280325,0.9976419709750001,2910.9725,2743.775,
up_blocks.2.attentions.1.transformer_blocks.0.ff.net.0.proj,Linear,"(5120, 640)",3281920,W8A8,8,8.0,2.71114e-05,0.003388818025,0.070603866125,0.999984229225,2910.9725,2744.0975,
up_blocks.2.attentions.1.transformer_blocks.0.ff.net.2,Linear,"(640, 2560)",1639040,W4A8,4,8.0,0.0014429692,0.0267318613,0.380190670475,0.999163138225,2910.9725,2758.745,
